,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
15445,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Male,low
18616,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,high
19625,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
29,25-29,2,Never married,40-49,3,"Started High School, No Diploma",4,private,Transport,Black or African American alone,Male,low
12751,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
12003,40-49,4,Separated,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,high
12503,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
10059,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Production/Assembly,White alone,Female,low
18207,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
6920,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Female,low
3697,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
20368,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,high
16081,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
20068,30-39,3,Separated,40-49,3,High School or GED Diploma,5,private,"Farming, Fishing, Forestry",White alone,Male,low
3344,60-69,6,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
20309,30-39,3,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Male,low
20500,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
12883,40-49,4,Married,20-39,2,Master or other Degree Beyond Bachelor,9,self employed,"Science, Engineering, Technology",Other,Female,low
3206,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Finance/Accounting,White alone,Female,high
8771,30-39,3,Separated,40-49,3,"Started High School, No Diploma",4,private,Transport,Black or African American alone,Male,low
7189,40-49,4,Married,20-39,2,"Started High School, No Diploma",4,self employed,Service/Hospitality,Other,Female,low
3280,50-59,5,Separated,20-39,2,"Started College, No Diploma",6,governmental,Service/Hospitality,Black or African American alone,Female,low
2947,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
11377,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
3167,25-29,2,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
18796,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Counseling/Mental Health Services,Black or African American alone,Male,low
2245,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
7584,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Construction/Extraction,Other,Male,low
10268,30-39,3,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Office/Administrative Support,Other,Female,low
447,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
5772,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
14021,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
14,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
4393,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Production/Assembly,White alone,Male,low
20493,50-59,5,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
9407,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,governmental,Protective Services,Other,Male,low
5504,Younger than 25,1,Married,20-39,2,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Male,low
20178,Older than 70,7,Married,Less than 20,1,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,White alone,Male,high
11273,50-59,5,Married,20-39,2,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Female,low
8170,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Protective Services,White alone,Male,low
14116,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
22119,30-39,3,Married,More than 50,4,Doctorate Degree,10,private,Healthcare/Medical Services,Black or African American alone,Female,high
18726,50-59,5,Never married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Office/Administrative Support,White alone,Female,high
286,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Female,low
20227,60-69,6,Married,20-39,2,Bachelor Degree,8,self employed,"Science, Engineering, Technology",White alone,Male,low
4218,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
18696,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
11051,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
7270,Older than 70,7,Married,20-39,2,Bachelor Degree,8,self employed,Office/Administrative Support,White alone,Female,high
15359,Older than 70,7,Married,40-49,3,Master or other Degree Beyond Bachelor,9,self employed,Legal Services,White alone,Male,high
9717,60-69,6,Married,Less than 20,1,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
2052,Younger than 25,1,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Female,low
12716,40-49,4,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,high
4345,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
10516,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
13755,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
12379,25-29,2,Never married,Less than 20,1,High School or GED Diploma,5,private,Sales,Black or African American alone,Male,low
5004,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
3103,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",White alone,Male,high
165,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,governmental,Healthcare/Medical Services,Other,Female,low
20498,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
11300,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
1339,30-39,3,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Female,low
17522,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,Other,Male,low
10810,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Education,White alone,Female,low
12671,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,low
18572,60-69,6,Married,20-39,2,Associate Degree,7,self employed,Sales,White alone,Female,low
12024,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,low
299,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
6541,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
1615,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
5327,60-69,6,Widowed,20-39,2,High School or GED Diploma,5,governmental,Management/Business,Black or African American alone,Female,low
15270,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
20995,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
19465,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
3142,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Sales,White alone,Female,low
10129,40-49,4,Separated,20-39,2,"Started College, No Diploma",6,self employed,Service/Hospitality,Black or African American alone,Female,low
6066,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
13132,Older than 70,7,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,"Science, Engineering, Technology",White alone,Male,high
17811,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
846,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,low
19418,25-29,2,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Female,low
9219,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
21639,Older than 70,7,Separated,40-49,3,"Started College, No Diploma",6,governmental,Transport,White alone,Female,high
16415,50-59,5,Widowed,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Female,high
8907,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,high
10576,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,Other,Male,low
20710,30-39,3,Never married,40-49,3,Middle School,3,private,Transport,Other,Female,low
811,30-39,3,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
21608,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Female,low
2243,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,self employed,Entertainment,White alone,Male,low
1484,60-69,6,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,low
19843,50-59,5,Separated,20-39,2,"Started College, No Diploma",6,private,Transport,Black or African American alone,Female,low
9236,60-69,6,Married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
14308,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Transport,Other,Male,low
5855,25-29,2,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
2144,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
21692,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Male,low
15378,40-49,4,Married,40-49,3,High School or GED Diploma,5,governmental,Counseling/Mental Health Services,White alone,Male,low
13357,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
3191,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Transport,White alone,Male,high
3954,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
330,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
21634,30-39,3,Never married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Male,high
3510,30-39,3,Married,20-39,2,"Started High School, No Diploma",4,private,"Farming, Fishing, Forestry",White alone,Female,low
5611,60-69,6,Married,40-49,3,"Started College, No Diploma",6,no paid work,Construction/Extraction,White alone,Male,high
9053,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
15081,50-59,5,Married,40-49,3,Associate Degree,7,governmental,Counseling/Mental Health Services,White alone,Male,high
6874,50-59,5,Married,20-39,2,"Started College, No Diploma",6,self employed,Management/Business,White alone,Male,high
17582,50-59,5,Married,20-39,2,Bachelor Degree,8,governmental,Management/Business,White alone,Female,low
3951,50-59,5,Widowed,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
17472,30-39,3,Married,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
12411,25-29,2,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
15889,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Male,low
15439,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,governmental,Construction/Extraction,White alone,Male,low
18899,25-29,2,Never married,More than 50,4,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
11949,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,low
14930,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,self employed,Management/Business,White alone,Male,low
20108,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,high
7923,40-49,4,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
18843,30-39,3,Married,40-49,3,Associate Degree,7,self employed,Service/Hospitality,White alone,Male,low
12902,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,Black or African American alone,Male,low
16933,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
12844,50-59,5,Separated,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Male,high
14490,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Office/Administrative Support,White alone,Male,low
14877,Older than 70,7,Married,20-39,2,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
5581,60-69,6,Married,More than 50,4,High School or GED Diploma,5,governmental,Office/Administrative Support,Black or African American alone,Female,low
18684,60-69,6,Never married,More than 50,4,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
3095,50-59,5,Married,20-39,2,High School or GED Diploma,5,self employed,Office/Administrative Support,White alone,Female,low
12164,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
9426,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
15494,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Management/Business,White alone,Male,low
17302,Older than 70,7,Widowed,20-39,2,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Female,low
9815,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,self employed,Healthcare/Medical Services,Other,Male,high
11852,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,low
20960,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Finance/Accounting,White alone,Female,low
2601,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
13800,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
3633,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
10013,Older than 70,7,Married,Less than 20,1,High School or GED Diploma,5,self employed,Service/Hospitality,Black or African American alone,Female,low
12632,60-69,6,Separated,Less than 20,1,High School or GED Diploma,5,private,Sales,White alone,Male,low
15441,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
4630,25-29,2,Never married,40-49,3,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
13736,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
15674,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Male,low
13131,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
18272,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
20924,60-69,6,Married,40-49,3,"Started College, No Diploma",6,governmental,Protective Services,White alone,Male,high
5805,40-49,4,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
4861,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
9625,Older than 70,7,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Protective Services,White alone,Female,low
1204,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
14730,30-39,3,Never married,20-39,2,"Started High School, No Diploma",4,self employed,Service/Hospitality,Black or African American alone,Male,low
6524,60-69,6,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",Other,Female,high
2673,50-59,5,Married,More than 50,4,High School or GED Diploma,5,self employed,Transport,White alone,Male,low
15986,60-69,6,Married,20-39,2,No Elementary School,1,private,Sales,White alone,Female,low
7357,30-39,3,Married,40-49,3,Bachelor Degree,8,self employed,Management/Business,White alone,Female,low
9506,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
6631,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
14565,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,high
15769,50-59,5,Married,20-39,2,"Started College, No Diploma",6,self employed,Production/Assembly,White alone,Male,high
3247,60-69,6,Married,20-39,2,Bachelor Degree,8,governmental,Transport,White alone,Male,low
21774,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
4390,Younger than 25,1,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,Other,Male,low
12258,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
20520,60-69,6,Married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Female,low
810,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
11933,25-29,2,Never married,More than 50,4,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
10671,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
16253,50-59,5,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
12395,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,"Science, Engineering, Technology",Black or African American alone,Male,high
22209,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
17752,30-39,3,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
10860,60-69,6,Married,More than 50,4,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,high
1520,30-39,3,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Sales,Other,Male,high
21881,30-39,3,Never married,40-49,3,High School or GED Diploma,5,self employed,Sales,Black or African American alone,Female,low
17589,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
7238,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
2332,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,low
4034,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Male,high
3849,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,White alone,Female,high
4226,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
9147,40-49,4,Married,40-49,3,No Elementary School,1,private,Construction/Extraction,White alone,Male,low
17243,Younger than 25,1,Married,40-49,3,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Female,low
18417,30-39,3,Married,Less than 20,1,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
13939,60-69,6,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,White alone,Male,high
1315,60-69,6,Married,40-49,3,High School or GED Diploma,5,governmental,Protective Services,White alone,Male,low
10591,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,governmental,Education,Black or African American alone,Female,high
14463,Older than 70,7,Married,40-49,3,No Elementary School,1,governmental,Education,White alone,Female,high
14620,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
7122,50-59,5,Married,More than 50,4,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Male,high
16249,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Finance/Accounting,White alone,Male,high
4784,25-29,2,Never married,40-49,3,Elementary School,2,private,Transport,White alone,Male,low
12096,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
16439,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Male,high
1366,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,high
7293,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,private,Repair/Maintenance,White alone,Male,low
11235,60-69,6,Widowed,40-49,3,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
3924,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Male,high
15203,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
15815,25-29,2,Never married,20-39,2,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Male,low
7504,25-29,2,Never married,20-39,2,"Started College, No Diploma",6,self employed,Transport,Other,Female,low
18890,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Female,high
1573,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Other,Female,low
4888,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
14840,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Management/Business,White alone,Female,high
16692,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,self employed,Legal Services,White alone,Male,high
10313,40-49,4,Never married,20-39,2,Bachelor Degree,8,self employed,Sales,White alone,Male,low
6507,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,high
579,50-59,5,Separated,More than 50,4,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
18089,30-39,3,Separated,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
21483,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
7276,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
11978,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
5107,60-69,6,Married,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,Black or African American alone,Female,low
20804,60-69,6,Widowed,40-49,3,No Elementary School,1,private,Transport,White alone,Male,low
2994,40-49,4,Never married,More than 50,4,Bachelor Degree,8,self employed,Service/Hospitality,Black or African American alone,Male,low
5900,30-39,3,Married,40-49,3,Middle School,3,private,Service/Hospitality,Other,Male,low
696,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
6477,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
14986,30-39,3,Never married,20-39,2,High School or GED Diploma,5,self employed,Transport,Black or African American alone,Male,low
6332,60-69,6,Married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
12105,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,governmental,Healthcare/Medical Services,Other,Female,low
11241,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
22140,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Sales,Other,Male,low
20549,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
12549,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Transport,White alone,Male,low
9168,50-59,5,Married,Less than 20,1,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
7063,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Female,high
957,40-49,4,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,"Science, Engineering, Technology",Other,Male,high
5914,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
7006,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
5269,Older than 70,7,Married,20-39,2,High School or GED Diploma,5,private,Management/Business,White alone,Female,low
11891,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Male,low
9532,Younger than 25,1,Never married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,low
6071,40-49,4,Married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Female,low
10014,60-69,6,Married,40-49,3,High School or GED Diploma,5,governmental,Service/Hospitality,Black or African American alone,Male,low
10121,Younger than 25,1,Never married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Female,low
12072,25-29,2,Married,More than 50,4,Middle School,3,self employed,Construction/Extraction,White alone,Male,high
11355,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
16737,60-69,6,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,high
9637,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,high
4798,60-69,6,Married,40-49,3,High School or GED Diploma,5,self employed,Office/Administrative Support,White alone,Female,low
10918,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
2058,50-59,5,Married,40-49,3,"Started College, No Diploma",6,no paid work,Office/Administrative Support,Other,Female,low
6758,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
20781,25-29,2,Married,More than 50,4,Bachelor Degree,8,private,Transport,White alone,Male,high
11392,Younger than 25,1,Married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
20690,25-29,2,Separated,Less than 20,1,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
9577,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
19630,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
11913,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Female,low
501,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,governmental,Protective Services,White alone,Male,low
11716,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
21455,25-29,2,Never married,40-49,3,Bachelor Degree,8,governmental,Finance/Accounting,White alone,Male,low
10296,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
20525,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
10425,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
14795,60-69,6,Separated,Less than 20,1,Bachelor Degree,8,private,Management/Business,White alone,Female,low
84,30-39,3,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Male,low
17391,40-49,4,Married,More than 50,4,Associate Degree,7,self employed,Production/Assembly,White alone,Male,low
7152,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,self employed,Healthcare/Medical Services,White alone,Male,low
21911,50-59,5,Never married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
11510,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
18555,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
14178,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,"Science, Engineering, Technology",White alone,Male,high
5383,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Male,low
